chembl_id,canonical_smiles,chemical_formula,ic50_nM,pIC50,assay_description,target_name
CHEMBL5205410,CNCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,C15H15ClN4OS,13.0,7.89,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL5974770,O=c1[nH]c(=S)n(Cc2ccccc2CNCC2CCC2)c2cc[nH]c12,C19H22N4OS,29.0,7.54,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL5999011,O=c1[nH]c(=S)n(Cc2ccccc2CNC2CCC2)c2cc[nH]c12,C18H20N4OS,10.0,8.0,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL5850637,O=c1[nH]c(=S)n(Cc2ccccc2CNC2CCCC2)c2cc[nH]c12,C19H22N4OS,14.0,7.85,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL5916701,CC(C)CNCc1ccccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,C18H22N4OS,54.0,7.27,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL5182747,CC(C)NCc1ccccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,C17H20N4OS,24.0,7.62,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL5757425,NCc1cc(C(F)(F)F)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,C15H13F3N4OS,40.0,7.4,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL5942538,CNCc1cc(C(F)(F)F)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,C16H15F3N4OS,49.0,7.31,"Inhibitory Activity: The pharmacological activity of compounds disclosed herein was tested in the following screen (Test A) in which the compounds were tested in the presence of ascorbate, which reacts with MPO-derived hypochlorous acid (HOCl) to form dehydro-ascorbate. The loss of ascorbate is followed by measuring absorbance at 260 nm.Assay buffer: 100 μM diethyl triamine pentaacetic acid (DTPA) in buffer consisting of 10 mM Na2HPO4/NaH2PO4, 3 mM KCl in 140 mM NaCl, pH 7.4.Enzyme solution: MPO purified from the human cell line HL60, 1.38 nM (final concentration 0.7 nM) and L-ascorbate, 100 μM (final concentration 50 μM) in Assay bufferSubstrate solution: H2O2, 98 μM (final concentration 49 μM) Forty μL of the enzyme solution was added to 0.6 μL compound serially diluted in DMSO. Absorbance was measured at 260 nm to obtain a compound blank value. After an additional 10 min, 40 μL of the substrate solution was added and the absorbance at 260 nm was recorded between 4 and 40 min to obtain kinetic readings of enzyme activity.",Myeloperoxidase
CHEMBL3287176,O=C(c1cccs1)N1CCc2cc(-c3cccnc3)ccc21,C18H14N2OS,5000.0,,"HTRF-Based Assay : V79 cell lines stably expressing the either the human CYP11B2 or the human CYP11B1 enzyme were generated using a standard transfection protocol. V79 cells were transfected with plasmids pTriEx3-Hygro-hCyp11B2 or pTriEx3-Hygro-hCyp11B1 using Lipofectamine2000 reagent. V79 cells that stably express the human CYP11B2 or human CYP11B1 enzyme were selected for and maintained in DMEM supplemented with 10% FBS and 400 μg/mL hygromycin for 2 weeks. Single cell clones were generated by infinite dilution in DMEM supplemented with 10% FBS and 400 μg/mL hygromycin until single colonies were obtained. Clones V79-hCYP11B2-CLE9 and V79-hCYP11B1-CL8C7, were determined to produce the most aldosterone and cortisol, respectively, and were selected for inhibitor screening. For testing of inhibitors, cells were harvested at 80% confluency with 0.05% Trypsan-EDTA, washed once in PBS, and reconstituted in DMEM+0.1% BSA media at a cell concentration of 600,000 cells/mL for the CYP11B2 assay and 280,000 cells/mL for the CYP11B1 assay. 25 μL of cells were added to a 384 well tissue culture treated plate and mixed with 0.3 μL of inhibitor or DMSO (1% final DMSO concentration) for 1 hour at 37° C., 5% CO2. After pre-incubation with inhibitor, the reaction was initiated by adding 5 μL of substrate (final concentration of 125 nM 11-deoxycorticosterone for the CYP11B2 assay or 250 nM 11-deoxycortisol for the CYP11B1 assay). The reaction was carried out for 3 hours at 37° C., 5% CO2 and was stopped by harvesting the supernatants. The amount of product in the supernatant (aldosterone for CYP11B2 assay and cortisol for the CYP11B1 assay) was measured using HTRF-based assay kit (Aldosterone HTRF-CisBio#64ALDPEB, Cortisol HTRF-CisBio #63IDC002-CORT).","Cytochrome P450 11B2, mitochondrial"
CHEMBL5978261,NCCCCC(Oc1ccc(C(F)(F)F)cc1)c1cccs1,C16H18F3NOS,56600.0,4.25,"Inhibitory Activity Assay: Expression vector each expressing a gene was inserted using Lipofectamine 2000 (Invitrogen) to cultured cell line HEK293 cell derived from human fetus renal cell. The resistant strains were selected using G418, and among them, the strains showing human LAT-1- or LAT-2-specific uptake of amino acid were established as stably expressing cell lines, respectively.The above-mentioned stably expressing cells were plated on a 24-well collagen plate at 1.2×105 cells/well, and, after 48 hr, the cells were washed (×3) with uptake buffer (Na2+-free Hank's balanced salt solution (HBSS) pH7.4) kept at 37° C. Each test compound (0.1, 1, 3, 10, 30, 100, 300 and 1000 μM) was added thereto, and the mixture was kept at 37° C. for 3 min. [14C]L-leucine or alanine (1 μM) was added thereto, and [14C]L-leucine or alanine (1 μM) was uptaken for 1 min. The mixture was washed with ice-cold uptake buffer (×3). Then, the cells were dissolved in 0.1M NaOH aqueous solution (500 μL), and the protein concentration was measured using the 20 μL of the solution.",Large neutral amino acids transporter small subunit 1
CHEMBL5884226,CCC(C)c1ccc(OC(CCCCN)c2cccs2)cc1,C19H27NOS,261000.0,,"Inhibitory Activity Assay: Expression vector each expressing a gene was inserted using Lipofectamine 2000 (Invitrogen) to cultured cell line HEK293 cell derived from human fetus renal cell. The resistant strains were selected using G418, and among them, the strains showing human LAT-1- or LAT-2-specific uptake of amino acid were established as stably expressing cell lines, respectively.The above-mentioned stably expressing cells were plated on a 24-well collagen plate at 1.2×105 cells/well, and, after 48 hr, the cells were washed (×3) with uptake buffer (Na2+-free Hank's balanced salt solution (HBSS) pH7.4) kept at 37° C. Each test compound (0.1, 1, 3, 10, 30, 100, 300 and 1000 μM) was added thereto, and the mixture was kept at 37° C. for 3 min. [14C]L-leucine or alanine (1 μM) was added thereto, and [14C]L-leucine or alanine (1 μM) was uptaken for 1 min. The mixture was washed with ice-cold uptake buffer (×3). Then, the cells were dissolved in 0.1M NaOH aqueous solution (500 μL), and the protein concentration was measured using the 20 μL of the solution.",Large neutral amino acids transporter small subunit 1
CHEMBL5967493,NCCCCC(Oc1ccc(C(F)(F)F)c(F)c1)c1cccs1,C16H17F4NOS,177000.0,,"Inhibitory Activity Assay: Expression vector each expressing a gene was inserted using Lipofectamine 2000 (Invitrogen) to cultured cell line HEK293 cell derived from human fetus renal cell. The resistant strains were selected using G418, and among them, the strains showing human LAT-1- or LAT-2-specific uptake of amino acid were established as stably expressing cell lines, respectively.The above-mentioned stably expressing cells were plated on a 24-well collagen plate at 1.2×105 cells/well, and, after 48 hr, the cells were washed (×3) with uptake buffer (Na2+-free Hank's balanced salt solution (HBSS) pH7.4) kept at 37° C. Each test compound (0.1, 1, 3, 10, 30, 100, 300 and 1000 μM) was added thereto, and the mixture was kept at 37° C. for 3 min. [14C]L-leucine or alanine (1 μM) was added thereto, and [14C]L-leucine or alanine (1 μM) was uptaken for 1 min. The mixture was washed with ice-cold uptake buffer (×3). Then, the cells were dissolved in 0.1M NaOH aqueous solution (500 μL), and the protein concentration was measured using the 20 μL of the solution.",Large neutral amino acids transporter small subunit 1
