chembl_id,canonical_smiles,chemical_formula,ic50_nM,pIC50,assay_description,target_name,inchi,inchi_key
CHEMBL11359,,H6Cl2N2Pt+2,1600.0,5.8,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,9000.0,5.05,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",A2780,,
CHEMBL2146196,,C8H16Cl2N2O2Pt,10900.0,4.96,In vitro cytotoxicity against lung cancer A 549 cell lines,A549,,
CHEMBL2146196,,C8H16Cl2N2O2Pt,7800.0,5.11,In vitro cytotoxicity against ovarian cancer SK-OV-3 cell lines,SK-OV-3,,
CHEMBL2146196,,C8H16Cl2N2O2Pt,6200.0,5.21,In vitro cytotoxicity against CNS cancer XF 498 cell lines,XF498,,
CHEMBL1351,,C6H12N2O4Pt,37700.0,4.42,In vitro cytotoxicity against lung cancer A 549 cell lines,A549,,
CHEMBL1351,,C6H12N2O4Pt,13900.0,4.86,In vitro cytotoxicity against ovarian cancer SK-OV-3 cell lines,SK-OV-3,,
CHEMBL1351,,C6H12N2O4Pt,13600.0,4.87,In vitro cytotoxicity against CNS cancer XF 498 cell lines,XF498,,
CHEMBL1627579,,C33H48Cl2N2O3Pt+2,8600.0,5.07,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1627579,,C33H48Cl2N2O3Pt+2,2700.0,5.57,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1627579,,C33H48Cl2N2O3Pt+2,5800.0,5.24,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1627579,,C33H48Cl2N2O3Pt+2,4200.0,5.38,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL1627945,,C30H42Cl2N2O3Pt+2,18500.0,4.73,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1627945,,C30H42Cl2N2O3Pt+2,28000.0,4.55,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1627945,,C30H42Cl2N2O3Pt+2,31500.0,4.5,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1627945,,C30H42Cl2N2O3Pt+2,16400.0,4.79,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL1627581,,C28H38Cl2N2O3Pt+2,40000.0,,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1627581,,C28H38Cl2N2O3Pt+2,40000.0,,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1627581,,C28H38Cl2N2O3Pt+2,40000.0,,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1627581,,C28H38Cl2N2O3Pt+2,31500.0,4.5,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL1627949,,C29H40Cl2N2O3Pt+2,40000.0,,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1627949,,C29H40Cl2N2O3Pt+2,22900.0,4.64,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1627949,,C29H40Cl2N2O3Pt+2,20000.0,4.7,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1627949,,C29H40Cl2N2O3Pt+2,15800.0,4.8,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL1628046,,C32H46Cl2N2O3Pt+2,9200.0,5.04,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1628046,,C32H46Cl2N2O3Pt+2,12400.0,4.91,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1628046,,C32H46Cl2N2O3Pt+2,13400.0,4.87,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1628046,,C32H46Cl2N2O3Pt+2,9300.0,5.03,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL1627577,,C35H52Cl2N2O3Pt+2,4700.0,5.33,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1627577,,C35H52Cl2N2O3Pt+2,3500.0,5.46,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1627577,,C35H52Cl2N2O3Pt+2,4000.0,5.4,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1627577,,C35H52Cl2N2O3Pt+2,2500.0,5.6,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL1628045,,C34H50Cl2N2O3Pt+2,12700.0,4.9,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1628045,,C34H50Cl2N2O3Pt+2,17300.0,4.76,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1628045,,C34H50Cl2N2O3Pt+2,13400.0,4.87,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1628045,,C34H50Cl2N2O3Pt+2,14000.0,4.85,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL2146208,,C5H12Cl2N2O2Pt,32500.0,4.49,In vitro cytotoxicity against lung cancer A 549 cell lines,A549,,
CHEMBL2146208,,C5H12Cl2N2O2Pt,15400.0,4.81,In vitro cytotoxicity against ovarian cancer SK-OV-3 cell lines,SK-OV-3,,
CHEMBL2146208,,C5H12Cl2N2O2Pt,14800.0,4.83,In vitro cytotoxicity against CNS cancer XF 498 cell lines,XF498,,
CHEMBL11359,,H6Cl2N2Pt+2,3200.0,5.5,In vitro cytotoxicity against lung cancer A 549 cell lines,A549,,
CHEMBL11359,,H6Cl2N2Pt+2,4400.0,5.36,In vitro cytotoxicity against ovarian cancer SK-OV-3 cell lines,SK-OV-3,,
CHEMBL11359,,H6Cl2N2Pt+2,2900.0,5.54,In vitro cytotoxicity against CNS cancer XF 498 cell lines,XF498,,
CHEMBL11359,,H6Cl2N2Pt+2,12700.0,4.9,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL11359,,H6Cl2N2Pt+2,9100.0,5.04,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL11359,,H6Cl2N2Pt+2,16700.0,4.78,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL11359,,H6Cl2N2Pt+2,9300.0,5.03,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL1627580,,C31H44Cl2N2O3Pt+2,4800.0,5.32,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,MDA-MB-231,,
CHEMBL1627580,,C31H44Cl2N2O3Pt+2,4100.0,5.39,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,Hs-578T,,
CHEMBL1627580,,C31H44Cl2N2O3Pt+2,4300.0,5.37,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,MCF7,,
CHEMBL1627580,,C31H44Cl2N2O3Pt+2,5000.0,5.3,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,ZR-75-1,,
CHEMBL2068487,,C11H20N2O5Pt,7000.0,5.16,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL2068487,,C11H20N2O5Pt,2100.0,5.68,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL2068487,,C11H20N2O5Pt,8100.0,5.09,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL2068487,,C11H20N2O5Pt,6100.0,5.21,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL35604,,C10H18N2O5Pt,9700.0,5.01,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL35604,,C10H18N2O5Pt,1100.0,5.96,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL35604,,C10H18N2O5Pt,4100.0,5.39,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL35604,,C10H18N2O5Pt,6100.0,5.21,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL2068390,,C11H20N2O5Pt,6900.0,5.16,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL2068390,,C11H20N2O5Pt,5000.0,5.3,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL2068390,,C11H20N2O5Pt,7200.0,5.14,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL2068390,,C11H20N2O5Pt,6500.0,5.19,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL11359,,H6Cl2N2Pt+2,5000.0,5.3,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL11359,,H6Cl2N2Pt+2,1500.0,5.82,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL11359,,H6Cl2N2Pt+2,3700.0,5.43,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL11359,,H6Cl2N2Pt+2,5200.0,5.28,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL2068571,,C10H18N2O5Pt,7100.0,5.15,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL2068571,,C10H18N2O5Pt,2800.0,5.55,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL2068571,,C10H18N2O5Pt,5300.0,5.28,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL2068571,,C10H18N2O5Pt,7000.0,5.16,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL2068388,,C10H18N2O5Pt,8400.0,5.08,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL2068388,,C10H18N2O5Pt,1900.0,5.72,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL2068388,,C10H18N2O5Pt,5800.0,5.24,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL2068388,,C10H18N2O5Pt,4600.0,5.34,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL2068569,,C11H20N2O5Pt,6400.0,5.19,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL2068569,,C11H20N2O5Pt,1800.0,5.75,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL2068569,,C11H20N2O5Pt,3800.0,5.42,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL2068569,,C11H20N2O5Pt,4400.0,5.36,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL1351,,C6H12N2O4Pt,60500.0,4.22,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,PC-9,,
CHEMBL1351,,C6H12N2O4Pt,9700.0,5.01,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,PC-14,,
CHEMBL1351,,C6H12N2O4Pt,32400.0,4.49,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,MKN-45,,
CHEMBL1351,,C6H12N2O4Pt,49700.0,4.3,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,KATO III stomach cancer cell line,,
CHEMBL147203,,C10H21N3O8P2Pt+,20600.0,4.69,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,3300.0,5.48,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,11000.0,4.96,Resistance factor (IC50 in the resistant cell line/IC50 in the parent cell line),Homo sapiens,,
CHEMBL11359,,H6Cl2N2Pt+2,100.0,7.0,Growth inhibition against CH-1 wild-type ovarian cell lines,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,650.0,6.19,Growth inhibition against CH-1 cisplatin resistant wild-type ovarian cell lines,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,6500.0,5.19,Resistance factor (IC50 in the resistant cell line/IC50 in the parent cell line),Homo sapiens,,
CHEMBL11359,,H6Cl2N2Pt+2,4400.0,5.36,Growth inhibition against SKOV3 wild-type ovarian cell lines,SK-OV-3,,
CHEMBL147203,,C10H21N3O8P2Pt+,52400.0,4.28,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,1100.0,5.96,Cytotoxic effect against GLC4 (human small cell lung carcinoma cell line) using the microculture tetrazolium (MTT) assay based on continuous incubation,GLC4 cell line,,
CHEMBL11359,,H6Cl2N2Pt+2,4600.0,5.34,Cytotoxic effect against GLC4 (human small cell lung carcinoma cell line) using the microculture tetrazolium (MTT) assay based on 2 hr incubation,GLC4 cell line,,
CHEMBL421775,,C4H14N3O8P2Pt+2,128000.0,,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL1351,,C6H12N2O4Pt,2500.0,5.6,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,150.0,6.82,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL147203,,C10H21N3O8P2Pt+,169000.0,,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL343632,,C6H15N3O8P2Pt+,532000.0,,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL414804,,C8H12N2O4Pt,270.0,6.57,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,CH1,,
CHEMBL295087,,C19H18AuF6N2OP+,3300.0,5.48,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",A2780,,
CHEMBL295087,,C19H18AuF6N2OP+,8200.0,5.09,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",A2780,,
CHEMBL295087,,C19H18AuF6N2OP+,13300.0,4.88,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant SKOV3 human tumor cell lines",SK-OV-3,,
CHEMBL295087,,C19H18AuF6N2OP+,11900.0,4.92,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive CCRF-CEM/S human tumor cell lines",CCRF-CEM,,
CHEMBL295087,,C19H18AuF6N2OP+,51200.0,4.29,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant CCRF-CEM/R human tumor cell lines",CCRF-CEM,,
CHEMBL295522,,C10H10AuF6N2O2P+,8800.0,5.06,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",A2780,,
CHEMBL295522,,C10H10AuF6N2O2P+,24100.0,4.62,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",A2780,,
CHEMBL295522,,C10H10AuF6N2O2P+,34400.0,4.46,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant SKOV3 human tumor cell lines",SK-OV-3,,
CHEMBL295522,,C10H10AuF6N2O2P+,52900.0,4.28,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive CCRF-CEM/S human tumor cell lines",CCRF-CEM,,
CHEMBL295522,,C10H10AuF6N2O2P+,58600.0,4.23,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant CCRF-CEM/R human tumor cell lines",CCRF-CEM,,
CHEMBL11359,,H6Cl2N2Pt+2,1300.0,5.89,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,15300.0,4.82,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,21600.0,4.67,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant SKOV3 human tumor cell lines",SK-OV-3,,
CHEMBL11359,,H6Cl2N2Pt+2,1000.0,6.0,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive CCRF-CEM/S human tumor cell lines",CCRF-CEM,,
CHEMBL11359,,H6Cl2N2Pt+2,14100.0,4.85,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant CCRF-CEM/R human tumor cell lines",CCRF-CEM,,
CHEMBL69107,,C15H21FeN5O4S2+2,70.0,7.16,Cytotoxic activity against human acute lymphoblastic leukemia (CCRF-CEM) cell line,CCRF-CEM,,
CHEMBL69107,,C15H21FeN5O4S2+2,70.0,7.16,Cytotoxic activity against colon adenocarcinoma (HT-29) cell line,HT-29,,
CHEMBL66328,,C15H21FeN5O4S2+2,70.0,7.16,Cytotoxic activity against human acute lymphoblastic leukemia (CCRF-CEM) cell line,CCRF-CEM,,
CHEMBL66328,,C15H21FeN5O4S2+2,60.0,7.22,Cytotoxic activity against colon adenocarcinoma (HT-29) cell line,HT-29,,
CHEMBL69031,,C16H23FeN5O4S2+2,810.0,6.09,Cytotoxic activity against human acute lymphoblastic leukemia (CCRF-CEM) cell line,CCRF-CEM,,
CHEMBL69031,,C16H23FeN5O4S2+2,770.0,6.11,Cytotoxic activity against colon adenocarcinoma (HT-29) cell line,HT-29,,
CHEMBL305532,,C15H21FeN5O4S2+2,820.0,6.09,Cytotoxic activity against human acute lymphoblastic leukemia (CCRF-CEM) cell line,CCRF-CEM,,
CHEMBL305532,,C15H21FeN5O4S2+2,750.0,6.12,Cytotoxic activity against colon adenocarcinoma (HT-29) cell line,HT-29,,
CHEMBL171079,,C6H12Cl2N2O2Pt,2510.0,5.6,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,SNU1,,
CHEMBL171079,,C6H12Cl2N2O2Pt,320.0,6.5,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,SNU-5,,
CHEMBL171079,,C6H12Cl2N2O2Pt,2590.0,5.59,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,SNU-16,,
CHEMBL171079,,C6H12Cl2N2O2Pt,14560.0,4.84,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,PC-9,,
CHEMBL171079,,C6H12Cl2N2O2Pt,2910.0,5.54,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,PC-14,,
CHEMBL171156,,C12H18N2O6Pt,7860.0,5.11,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,SNU1,,
CHEMBL171156,,C12H18N2O6Pt,3650.0,5.44,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,SNU-5,,
CHEMBL171156,,C12H18N2O6Pt,16070.0,4.79,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,SNU-16,,
CHEMBL171156,,C12H18N2O6Pt,105710.0,,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,PC-9,,
CHEMBL171156,,C12H18N2O6Pt,50060.0,4.3,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,PC-14,,
CHEMBL171155,,C9H14N2O6Pt,4890.0,5.31,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,SNU1,,
CHEMBL171155,,C9H14N2O6Pt,830.0,6.08,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,SNU-5,,
CHEMBL171155,,C9H14N2O6Pt,5340.0,5.27,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,SNU-16,,
CHEMBL171155,,C9H14N2O6Pt,29550.0,4.53,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,PC-9,,
CHEMBL171155,,C9H14N2O6Pt,10830.0,4.96,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,PC-14,,
CHEMBL1351,,C6H12N2O4Pt,20110.0,4.7,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,SNU1,,
CHEMBL1351,,C6H12N2O4Pt,9160.0,5.04,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,SNU-5,,
CHEMBL1351,,C6H12N2O4Pt,13650.0,4.87,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,SNU-16,,
CHEMBL1351,,C6H12N2O4Pt,21820.0,4.66,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,PC-9,,
